Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Union Elementary District,0408820,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,839,836,417,422,12,10,636,100,56,3,22,040882002496,Hurley Ranch Elementary,4277,Union Elementary District,21.5,2016,0,0.4970202622169249,0.5029797377830751,0.014302741358760428,0.011918951132300357,0.7580452920143027,0.11918951132300358,0.066746126340882,0.003575685339690107,0.026221692491060787,0.9964243146603099,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,2-Middle,420,,188,232,6,7,268,15,98,2,24,040880001455,Ida Flood Dodge Traditional Middle Magnet School,4403,Tucson Unified District,54.5,2016,0,0.44761904761904764,0.5523809523809524,0.014285714285714285,0.016666666666666666,0.638095238095238,0.03571428571428571,0.23333333333333334,0.004761904761904762,0.05714285714285714,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,415,412,221,194,5,3,355,36,14,0,2,040708001143,Ignacio Conchos School,4279,Roosevelt Elementary District,16.0,2016,0,0.5325301204819277,0.4674698795180723,0.012048192771084338,0.007228915662650603,0.8554216867469879,0.08674698795180723,0.033734939759036145,0.0,0.004819277108433735,0.9927710843373494,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imagine Avondale Elementary  Inc.,0400780,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,552,426,301,251,6,3,327,106,89,3,18,040078002928,Imagine Avondale Elementary,89784,"Imagine Avondale Elementary, Inc.",40.5,2016,1,0.5452898550724637,0.45471014492753625,0.010869565217391304,0.005434782608695652,0.592391304347826,0.19202898550724637,0.161231884057971,0.005434782608695652,0.03260869565217391,0.7717391304347826,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Imagine Avondale Middle  Inc.,0400802,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,201,136,102,99,2,2,120,32,38,1,6,040080202962,Imagine Avondale Middle,90162,"Imagine Avondale Middle, Inc.",29.5,2016,1,0.5074626865671642,0.4925373134328358,0.009950248756218905,0.009950248756218905,0.5970149253731343,0.15920398009950248,0.1890547263681592,0.004975124378109453,0.029850746268656716,0.6766169154228856,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bell Canyon Charter School  Inc,0400374,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,368,235,172,196,7,22,134,48,147,1,9,040037402169,Imagine Bell Canyon,79983,"Bell Canyon Charter School, Inc",40.0,2016,1,0.4673913043478261,0.532608695652174,0.019021739130434784,0.059782608695652176,0.3641304347826087,0.13043478260869565,0.39945652173913043,0.002717391304347826,0.024456521739130436,0.6385869565217391,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Imagine Charter Elementary at Camelback  Inc.,0400445,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,184,183,89,95,2,12,132,26,8,1,3,040044502676,Imagine Camelback Elementary,88365,"Imagine Charter Elementary at Camelback, Inc.",29.0,2016,1,0.483695652173913,0.5163043478260869,0.010869565217391304,0.06521739130434782,0.717391304347826,0.14130434782608695,0.043478260869565216,0.005434782608695652,0.016304347826086956,0.9945652173913043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imagine Camelback Middle  Inc.,0400756,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,2-Middle,177,174,72,105,3,7,137,15,12,1,2,040075602813,Imagine Camelback Middle,89561,"Imagine Camelback Middle, Inc.",22.0,2016,1,0.4067796610169492,0.5932203389830508,0.01694915254237288,0.03954802259887006,0.7740112994350282,0.0847457627118644,0.06779661016949153,0.005649717514124294,0.011299435028248588,0.9830508474576272,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imagine Coolidge Elementary  Inc.,0400766,Pinal County,04021,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,512,104,265,247,36,2,275,46,135,4,14,040076602901,Imagine Coolidge Elementary,89786,"Imagine Coolidge Elementary, Inc.",37.0,2016,1,0.517578125,0.482421875,0.0703125,0.00390625,0.537109375,0.08984375,0.263671875,0.0078125,0.02734375,0.203125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pathfinder Charter School Foundation,0400230,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes under Provision 2,1-Primary,596,594,312,284,4,159,298,43,80,4,8,040023002171,Imagine Cortez Park Elementary,79024,Pathfinder Charter School Foundation,29.5,2016,1,0.5234899328859061,0.47651006711409394,0.006711409395973154,0.26677852348993286,0.5,0.07214765100671142,0.1342281879194631,0.006711409395973154,0.013422818791946308,0.9966442953020134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cortez Park Charter Middle School  Inc.,0400376,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes under Provision 2,2-Middle,234,231,109,125,4,67,129,10,20,2,2,040037602313,Imagine Cortez Park Middle,79988,"Cortez Park Charter Middle School, Inc.",27.5,2016,1,0.4658119658119658,0.5341880341880342,0.017094017094017096,0.2863247863247863,0.5512820512820513,0.042735042735042736,0.08547008547008547,0.008547008547008548,0.008547008547008548,0.9871794871794872,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Imagine Charter Elementary at Desert West  Inc.,0400438,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,749,746,396,353,4,1,710,20,13,1,0,040043802653,Imagine Desert West Elementary,88367,"Imagine Charter Elementary at Desert West, Inc.",28.5,2016,1,0.5287049399198932,0.4712950600801068,0.0053404539385847796,0.0013351134846461949,0.9479305740987984,0.0267022696929239,0.017356475300400534,0.0013351134846461949,0.0,0.9959946595460614,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imagine Desert West Middle  Inc.,0400754,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,2-Middle,343,340,163,180,0,1,331,6,5,0,0,040075402819,Imagine Desert West Middle,89563,"Imagine Desert West Middle, Inc.",31.0,2016,1,0.4752186588921283,0.5247813411078717,0.0,0.0029154518950437317,0.9650145772594753,0.01749271137026239,0.014577259475218658,0.0,0.0,0.9912536443148688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
East Mesa Charter Elementary School  Inc.,0400425,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,639,364,306,333,6,16,215,28,346,2,26,040042502527,Imagine East Mesa Elementary,87401,"East Mesa Charter Elementary School, Inc.",53.0,2016,1,0.4788732394366197,0.5211267605633803,0.009389671361502348,0.025039123630672927,0.3364632237871675,0.04381846635367762,0.5414710485133021,0.003129890453834116,0.0406885758998435,0.5696400625978091,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Imagine Middle at East Mesa  Inc.,0400442,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,2-Middle,133,64,76,57,0,4,40,8,76,2,3,040044202683,Imagine East Mesa Middle,88369,"Imagine Middle at East Mesa, Inc.",36.5,2016,1,0.5714285714285714,0.42857142857142855,0.0,0.03007518796992481,0.3007518796992481,0.06015037593984962,0.5714285714285714,0.015037593984962405,0.022556390977443608,0.48120300751879697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Imagine Prep Coolidge  Inc.,0400769,Pinal County,04021,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,4-Other,349,69,170,179,30,4,192,15,96,1,11,040076902956,Imagine Prep Coolidge,90034,"Imagine Prep Coolidge, Inc.",17.5,2016,1,0.4871060171919771,0.5128939828080229,0.08595988538681948,0.011461318051575931,0.5501432664756447,0.04297994269340974,0.27507163323782235,0.0028653295128939827,0.03151862464183381,0.1977077363896848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Imagine Prep Superstition  Inc.,0400783,Pinal County,04021,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,3-High,256,125,135,121,7,1,64,18,162,1,3,040078302932,Imagine Prep Superstition,89788,"Imagine Prep Superstition, Inc.",35.5,2016,1,0.52734375,0.47265625,0.02734375,0.00390625,0.25,0.0703125,0.6328125,0.00390625,0.01171875,0.48828125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Imagine Prep Surprise  Inc.,0400770,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,3-High,293,75,155,138,1,11,80,15,173,0,13,040077002903,Imagine Prep Surprise,89790,"Imagine Prep Surprise, Inc.",31.5,2016,1,0.5290102389078498,0.4709897610921502,0.0034129692832764505,0.03754266211604096,0.27303754266211605,0.051194539249146756,0.590443686006826,0.0,0.04436860068259386,0.25597269624573377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rosefield Charter Elementary School  Inc.,0400424,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,420,171,213,207,0,9,101,26,250,0,34,040042402526,Imagine Rosefield,87399,"Rosefield Charter Elementary School, Inc.",63.5,2016,1,0.5071428571428571,0.4928571428571429,0.0,0.02142857142857143,0.24047619047619048,0.06190476190476191,0.5952380952380952,0.0,0.08095238095238096,0.40714285714285714,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Imagine Superstition Middle  Inc.,0400810,Pinal County,04021,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,2-Middle,162,96,85,77,2,3,48,10,95,0,4,040081003026,Imagine Superstition Middle,90160,"Imagine Superstition Middle, Inc.",36.5,2016,1,0.5246913580246914,0.47530864197530864,0.012345679012345678,0.018518518518518517,0.2962962962962963,0.06172839506172839,0.5864197530864198,0.0,0.024691358024691357,0.5925925925925926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Imagine Middle at Surprise  Inc.,0400441,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,2-Middle,364,91,186,178,0,5,80,29,232,3,15,040044102658,Imagine Surprise Middle,88372,"Imagine Middle at Surprise, Inc.",38.5,2016,1,0.510989010989011,0.489010989010989,0.0,0.013736263736263736,0.21978021978021978,0.07967032967032966,0.6373626373626373,0.008241758241758242,0.04120879120879121,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Buckeye Elementary District,0401380,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),1-Primary,721,172,380,341,4,3,405,70,218,2,19,040138003052,Inca Elementary School,4269,Buckeye Elementary District,27.0,2016,0,0.5270457697642164,0.47295423023578365,0.005547850208044383,0.004160887656033287,0.5617198335644937,0.0970873786407767,0.30235783633841884,0.0027739251040221915,0.026352288488210817,0.23855755894590847,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Incito Schools,0400885,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,Yes participating without using any Provision or the CEO,1-Primary,310,165,170,140,3,0,137,22,132,0,16,040088503410,Incito Schools,91326,Incito Schools,29.0,2016,1,0.5483870967741935,0.45161290322580644,0.00967741935483871,0.0,0.44193548387096776,0.07096774193548387,0.4258064516129032,0.0,0.05161290322580645,0.532258064516129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Glendale Union High School District,0403450,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,2114,1584,1101,1013,29,42,1535,190,247,3,68,040345000284,Independence High School,4285,Glendale Union High School District,30.0,2016,0,0.52081362346263,0.4791863765373699,0.013718070009460738,0.019867549668874173,0.7261116367076632,0.08987701040681173,0.11684011352885525,0.0014191106906338694,0.03216650898770104,0.7492904446546831,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,538,339,292,246,13,7,309,16,175,4,14,040593000482,Indian Bend Elementary School,4241,Paradise Valley Unified District,41.5,2016,0,0.5427509293680297,0.45724907063197023,0.024163568773234202,0.013011152416356878,0.5743494423791822,0.02973977695167286,0.3252788104089219,0.007434944237918215,0.026022304832713755,0.6301115241635687,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holbrook Unified District,0403820,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),1-Primary,391,388,202,189,376,0,1,0,0,0,14,040382002239,Indian Wells Elementary,4389,Holbrook Unified District,20.5,2016,0,0.5166240409207161,0.4833759590792839,0.9616368286445013,0.0,0.0025575447570332483,0.0,0.0,0.0,0.03580562659846547,0.9923273657289002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,2-Middle,756,295,398,358,30,18,261,44,383,4,16,040757000648,Ingleside Middle School,4240,Scottsdale Unified District,47.5,2016,0,0.5264550264550265,0.47354497354497355,0.03968253968253968,0.023809523809523808,0.34523809523809523,0.0582010582010582,0.5066137566137566,0.005291005291005291,0.021164021164021163,0.39021164021164023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Integrity Education Incorporated,0400650,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0409,Yes participating without using any Provision or the CEO,4-Other,52,13,32,20,2,0,11,4,32,0,3,040065001846,Integrity Education Centre,5174,Integrity Education Incorporated,10.0,2016,1,0.6153846153846154,0.38461538461538464,0.038461538461538464,0.0,0.21153846153846154,0.07692307692307693,0.6153846153846154,0.0,0.057692307692307696,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SC Jensen Corporation  Inc. dba Intelli-School,0400363,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0409,No,3-High,81,59,37,44,3,1,53,4,16,0,4,040036302300,Intelli-School,79951,"SC Jensen Corporation, Inc. dba Intelli-School",14.5,2016,1,0.4567901234567901,0.5432098765432098,0.037037037037037035,0.012345679012345678,0.654320987654321,0.04938271604938271,0.19753086419753085,0.0,0.04938271604938271,0.7283950617283951,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PAS Charter  Inc.  dba Intelli-School,0400364,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0406,No,3-High,111,78,48,63,10,0,65,7,28,1,0,040036400804,Intelli-School - Metro Center,79953,"PAS Charter, Inc., dba Intelli-School",28.0,2016,1,0.43243243243243246,0.5675675675675675,0.09009009009009009,0.0,0.5855855855855856,0.06306306306306306,0.25225225225225223,0.009009009009009009,0.0,0.7027027027027027,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intelli-School  Inc.,0400061,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0406,No,3-High,87,49,48,39,2,0,45,5,32,1,2,040006101742,Intelli-School - Paradise Valley,4352,"Intelli-School, Inc.",14.0,2016,1,0.5517241379310345,0.4482758620689655,0.022988505747126436,0.0,0.5172413793103449,0.05747126436781609,0.367816091954023,0.011494252873563218,0.022988505747126436,0.5632183908045977,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PAS Charter  Inc.  dba Intelli-School,0400364,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0408,No,3-High,102,64,65,37,1,2,33,6,58,0,2,040036402985,Intelli-School Glendale,79953,"PAS Charter, Inc., dba Intelli-School",13.5,2016,1,0.6372549019607843,0.3627450980392157,0.00980392156862745,0.0196078431372549,0.3235294117647059,0.058823529411764705,0.5686274509803921,0.0,0.0196078431372549,0.6274509803921569,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
International Commerce Secondary Schools  Inc.,0400107,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,3-High,541,7,294,247,16,0,433,41,46,0,5,040010702650,International Commerce High School - Phoenix,4334,"International Commerce Secondary Schools, Inc.",13.5,2016,1,0.5434380776340111,0.4565619223659889,0.029574861367837338,0.0,0.800369685767098,0.07578558225508318,0.08502772643253234,0.0,0.009242144177449169,0.012939001848428836,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Humanities and Sciences Academy of the United States  Inc.,0400108,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,3-High,199,,112,87,14,1,115,21,39,0,9,040010802145,International Commerce High School - Tempe,4337,"Humanities and Sciences Academy of the United States, Inc.",18.5,2016,1,0.5628140703517588,0.4371859296482412,0.07035175879396985,0.005025125628140704,0.5778894472361809,0.10552763819095477,0.19597989949748743,0.0,0.04522613065326633,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peoria Unified School District,0406250,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,509,403,255,254,8,5,332,31,115,0,18,040625000511,Ira A Murphy,4237,Peoria Unified School District,27.0,2016,0,0.5009823182711198,0.49901768172888017,0.015717092337917484,0.009823182711198428,0.6522593320235757,0.060903732809430254,0.22593320235756384,0.0,0.03536345776031434,0.7917485265225933,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,994,81,495,499,11,79,120,33,722,1,28,040187002878,Ira A. Fulton Elementary,4242,Chandler Unified District #80,66.0,2016,0,0.49798792756539234,0.5020120724346077,0.011066398390342052,0.079476861167002,0.12072434607645875,0.03319919517102616,0.7263581488933601,0.001006036217303823,0.028169014084507043,0.08148893360160966,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,488,,247,241,11,5,252,54,119,1,46,040880000841,Irene Erickson Elementary School,4403,Tucson Unified District,30.0,2016,0,0.5061475409836066,0.49385245901639346,0.022540983606557378,0.010245901639344262,0.5163934426229508,0.11065573770491803,0.24385245901639344,0.0020491803278688526,0.0942622950819672,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,532,,281,251,6,1,486,27,10,0,2,040708000607,Irene Lopez School,4279,Roosevelt Elementary District,27.0,2016,0,0.5281954887218046,0.4718045112781955,0.011278195488721804,0.0018796992481203006,0.9135338345864662,0.05075187969924812,0.018796992481203006,0.0,0.0037593984962406013,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,537,537,307,230,14,18,157,31,286,3,28,040906000926,Ironwood Elementary School,4260,Washington Elementary School District,50.75,2016,0,0.5716945996275605,0.42830540037243947,0.0260707635009311,0.0335195530726257,0.29236499068901306,0.05772811918063315,0.5325884543761639,0.00558659217877095,0.0521415270018622,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
