Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Peoria Unified School District,0406250,Maricopa County,04013,2-No,6-Not a Title I school,0408,Elementary,437,292,238,199,6,8,155,28,213,0,27,Yes participating without using any Provision or the CEO,040625000512,Kachina Elementary School,4237,Peoria Unified School District,43.0,2018,0,0.5446224256292906,0.45537757437070936,0.013729977116704805,0.018306636155606407,0.35469107551487417,0.06407322654462243,0.4874141876430206,0.0,0.06178489702517163,0.6681922196796338,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaizen Education Foundation dba El Dorado High School,0400149,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,High,126,71,87,39,3,2,76,21,16,4,4,Yes participating without using any Provision or the CEO,040014901897,Kaizen Education Foundation dba El Dorado High School,4342,Kaizen Education Foundation dba El Dorado High School,9.5,2018,1,0.6904761904761905,0.30952380952380953,0.023809523809523808,0.015873015873015872,0.6031746031746031,0.16666666666666666,0.12698412698412698,0.031746031746031744,0.031746031746031744,0.5634920634920635,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kaizen Education Foundation dba Gilbert Arts Academy,0400799,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Elementary,145,70,53,92,0,4,25,6,98,1,11,Yes participating without using any Provision or the CEO,040079902943,Kaizen Education Foundation dba Gilbert Arts Academy,90333,Kaizen Education Foundation dba Gilbert Arts Academy,54.5,2018,1,0.36551724137931035,0.6344827586206897,0.0,0.027586206896551724,0.1724137931034483,0.041379310344827586,0.6758620689655173,0.006896551724137931,0.07586206896551724,0.4827586206896552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaizen Education Foundation dba Maya High School,0400389,Maricopa County,04013,1-Yes,6-Not a Title I school,0406,High,428,367,265,163,11,10,264,66,65,0,12,Yes under Provision 2,040038901737,Kaizen Education Foundation dba Maya High School,79882,Kaizen Education Foundation dba Maya High School,6.5,2018,1,0.6191588785046729,0.3808411214953271,0.02570093457943925,0.02336448598130841,0.616822429906542,0.1542056074766355,0.15186915887850466,0.0,0.028037383177570093,0.8574766355140186,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaizen Education Foundation dba Summit High School,0400386,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,High,321,263,188,133,10,2,253,36,15,0,5,Yes under Provision 2,040038601894,Kaizen Education Foundation dba Summit High School,79876,Kaizen Education Foundation dba Summit High School,8.5,2018,1,0.5856697819314641,0.4143302180685358,0.03115264797507788,0.006230529595015576,0.7881619937694704,0.11214953271028037,0.04672897196261682,0.0,0.01557632398753894,0.8193146417445483,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J O Combs Unified School District,0403990,Pinal County,04021,2-No,6-Not a Title I school,0404,Elementary,523,245,285,238,3,1,156,12,340,1,10,Yes participating without using any Provision or the CEO,040399003067,Kathryn Sue Simonton Elementary,4445,J O Combs Unified School District,37.5,2018,0,0.5449330783938815,0.45506692160611856,0.0057361376673040155,0.0019120458891013384,0.2982791586998088,0.022944550669216062,0.6500956022944551,0.0019120458891013384,0.019120458891013385,0.4684512428298279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kayenta Unified School District #27,0404060,Navajo County,04017,2-No,6-Not a Title I school,0401,Elementary,608,552,314,294,588,0,8,0,6,0,6,Yes under Community Eligibility Option (CEO),040406001160,Kayenta Elementary School,4396,Kayenta Unified School District #27,16.5,2018,0,0.5164473684210527,0.48355263157894735,0.9671052631578947,0.0,0.013157894736842105,0.0,0.009868421052631578,0.0,0.009868421052631578,0.9078947368421053,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kayenta Unified School District #27,0404060,Navajo County,04017,2-No,6-Not a Title I school,0401,Middle,526,456,274,252,505,0,7,0,2,0,12,Yes under Community Eligibility Option (CEO),040406001161,Kayenta Middle School,4396,Kayenta Unified School District #27,18.5,2018,0,0.5209125475285171,0.4790874524714829,0.9600760456273765,0.0,0.013307984790874524,0.0,0.0038022813688212928,0.0,0.022813688212927757,0.8669201520912547,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,630,478,341,289,12,9,431,16,147,1,14,Yes participating without using any Provision or the CEO,040497001071,Keller Elementary School,4235,Mesa Unified District,33.0,2018,0,0.5412698412698412,0.4587301587301587,0.01904761904761905,0.014285714285714285,0.6841269841269841,0.025396825396825397,0.23333333333333334,0.0015873015873015873,0.022222222222222223,0.7587301587301587,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phoenix Elementary District,0406300,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,532,398,278,254,33,2,400,36,44,2,15,Yes participating without using any Provision or the CEO,040630000533,Kenilworth Elementary School,4256,Phoenix Elementary District,33.0,2018,0,0.5225563909774437,0.4774436090225564,0.06203007518796992,0.0037593984962406013,0.7518796992481203,0.06766917293233082,0.08270676691729323,0.0037593984962406013,0.02819548872180451,0.7481203007518797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Elementary,580,504,308,272,86,0,356,43,73,3,19,Yes participating without using any Provision or the CEO,040497000229,Kerr Elementary School,4235,Mesa Unified District,21.0,2018,0,0.5310344827586206,0.4689655172413793,0.1482758620689655,0.0,0.6137931034482759,0.07413793103448275,0.12586206896551724,0.005172413793103448,0.032758620689655175,0.8689655172413793,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keystone Montessori Charter School  Inc.,0400165,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Other,211,,109,102,0,15,50,3,125,0,18,No,040016501755,Keystone Montessori Charter School,10878,"Keystone Montessori Charter School, Inc.",76.0,2018,1,0.5165876777251185,0.4834123222748815,0.0,0.07109004739336493,0.23696682464454977,0.014218009478672985,0.5924170616113744,0.0,0.08530805687203792,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khalsa Montessori Elementary Schools,0400069,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,Elementary,149,,70,79,2,10,27,5,101,0,4,No,040006900826,Khalsa Montessori Elementary School - Phoenix,4360,Khalsa Montessori Elementary Schools,82.5,2018,1,0.4697986577181208,0.5302013422818792,0.013422818791946308,0.06711409395973154,0.18120805369127516,0.03355704697986577,0.6778523489932886,0.0,0.026845637583892617,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Khalsa Family Services,0400317,Pima County,04019,1-Yes,6-Not a Title I school,0402,Elementary,278,,136,142,2,12,54,2,180,2,26,No,040031702202,Khalsa School,79420,Khalsa Family Services,70.0,2018,1,0.4892086330935252,0.5107913669064749,0.007194244604316547,0.04316546762589928,0.19424460431654678,0.007194244604316547,0.6474820143884892,0.007194244604316547,0.09352517985611511,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kingman Academy Of Learning,0400074,Mohave County,04015,1-Yes,1-Title I targeted assistance eligible school-No program,0404,High,391,,176,215,12,5,55,7,288,3,21,No,040007402185,Kingman Academy of Learning - High School,4383,Kingman Academy Of Learning,36.0,2018,1,0.45012787723785164,0.5498721227621484,0.030690537084398978,0.01278772378516624,0.14066496163682865,0.017902813299232736,0.7365728900255755,0.0076726342710997444,0.05370843989769821,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kingman Academy Of Learning,0400074,Mohave County,04015,1-Yes,2-Title I targeted assistance school,0404,Elementary,330,,150,180,2,5,46,3,258,1,15,No,040007401605,Kingman Academy of Learning - Intermediate School,4383,Kingman Academy Of Learning,64.5,2018,1,0.45454545454545453,0.5454545454545454,0.006060606060606061,0.015151515151515152,0.1393939393939394,0.00909090909090909,0.7818181818181819,0.0030303030303030303,0.045454545454545456,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kingman Academy Of Learning,0400074,Mohave County,04015,1-Yes,1-Title I targeted assistance eligible school-No program,0404,Middle,337,,169,168,7,9,49,1,255,0,16,No,040007401759,Kingman Academy of Learning - Middle School,4383,Kingman Academy Of Learning,58.5,2018,1,0.5014836795252225,0.49851632047477745,0.020771513353115726,0.026706231454005934,0.14540059347181009,0.002967359050445104,0.7566765578635015,0.0,0.04747774480712166,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,6-Not a Title I school,0404,High,894,607,449,445,47,5,196,7,595,8,36,Yes participating without using any Provision or the CEO,040029500881,Kingman High School,79598,Kingman Unified School District,19.0,2018,0,0.5022371364653244,0.49776286353467564,0.052572706935123045,0.005592841163310962,0.21923937360178972,0.007829977628635347,0.6655480984340044,0.008948545861297539,0.040268456375838924,0.6789709172259508,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,6-Not a Title I school,0404,Middle,633,487,334,299,22,7,157,6,399,4,38,Yes participating without using any Provision or the CEO,040029500326,Kingman Middle School,79598,Kingman Unified School District,15.0,2018,0,0.5276461295418642,0.47235387045813587,0.03475513428120063,0.011058451816745656,0.2480252764612954,0.009478672985781991,0.6303317535545023,0.00631911532385466,0.06003159557661927,0.7693522906793049,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Riverside Elementary District,0407020,Maricopa County,04013,2-No,6-Not a Title I school,0407,Middle,380,333,207,173,14,1,284,57,20,3,1,Yes participating without using any Provision or the CEO,040702002487,Kings Ridge School,4257,Riverside Elementary District,24.0,2018,0,0.5447368421052632,0.45526315789473687,0.03684210526315789,0.002631578947368421,0.7473684210526316,0.15,0.05263157894736842,0.007894736842105263,0.002631578947368421,0.8763157894736842,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Elementary,597,369,323,274,2,11,223,42,278,0,41,Yes participating without using any Provision or the CEO,040269001462,Kingswood Elementary School,4243,Dysart Unified District,42.5,2018,0,0.541038525963149,0.45896147403685095,0.0033500837520938024,0.018425460636515914,0.37353433835845895,0.07035175879396985,0.4656616415410385,0.0,0.06867671691792294,0.6180904522613065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Middle,1032,887,510,522,55,2,771,45,147,4,8,Yes participating without using any Provision or the CEO,040497000396,Kino Junior High School,4235,Mesa Unified District,16.0,2018,0,0.4941860465116279,0.5058139534883721,0.05329457364341085,0.001937984496124031,0.747093023255814,0.0436046511627907,0.14244186046511628,0.003875968992248062,0.007751937984496124,0.8594961240310077,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kirkland Elementary District,0404170,Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Elementary,73,55,36,37,1,0,22,0,50,0,0,Yes under Provision 2,040417000330,Kirkland Elementary School,4480,Kirkland Elementary District,47.0,2018,0,0.4931506849315068,0.5068493150684932,0.0136986301369863,0.0,0.3013698630136986,0.0,0.684931506849315,0.0,0.0,0.7534246575342466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Paloma School District,0408430,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Elementary,111,91,53,58,6,0,63,0,42,0,0,Yes participating without using any Provision or the CEO,040843000799,Kiser Elementary School,4255,Paloma School District,27.5,2018,0,0.4774774774774775,0.5225225225225225,0.05405405405405406,0.0,0.5675675675675675,0.0,0.3783783783783784,0.0,0.0,0.8198198198198198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,6-Not a Title I school,0406,Elementary,455,81,224,231,9,24,57,21,338,0,6,Yes participating without using any Provision or the CEO,040757000651,Kiva Elementary School,4240,Scottsdale Unified District,77.5,2018,0,0.49230769230769234,0.5076923076923077,0.01978021978021978,0.05274725274725275,0.12527472527472527,0.046153846153846156,0.7428571428571429,0.0,0.013186813186813187,0.17802197802197803,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0409,Elementary,670,33,393,277,4,259,57,9,313,1,27,Yes participating without using any Provision or the CEO,040187000131,Knox Gifted Academy,4242,Chandler Unified District #80,96.5,2018,0,0.5865671641791045,0.4134328358208955,0.005970149253731343,0.38656716417910447,0.08507462686567165,0.013432835820895522,0.4671641791044776,0.0014925373134328358,0.04029850746268657,0.049253731343283584,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yuma Union High School District,0409630,Yuma County,04027,2-No,5-Title I schoolwide school,0403,High,2273,1613,1163,1110,14,5,2019,33,182,4,16,Yes under Provision 2,040963000996,Kofa High School,4507,Yuma Union High School District,12.0,2018,0,0.5116586009678838,0.48834139903211615,0.0061592608886933565,0.002199736031676199,0.8882534095908491,0.014518257809062912,0.08007039155301364,0.0017597888253409592,0.007039155301363837,0.7096348438187418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Middle,1013,252,505,508,26,40,225,137,500,5,80,Yes participating without using any Provision or the CEO,040423000083,Kyrene Akimel A-Al Middle School,4267,Kyrene Elementary District,53.5,2018,0,0.49851924975320827,0.5014807502467917,0.02566633761105627,0.039486673247778874,0.22211253701875616,0.13524185587364265,0.49358341559723595,0.004935834155972359,0.07897334649555775,0.24876604146100692,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Middle,1073,85,536,537,5,61,176,44,717,1,69,Yes participating without using any Provision or the CEO,040423000665,Kyrene Altadena Middle School,4267,Kyrene Elementary District,70.5,2018,0,0.4995340167753961,0.5004659832246039,0.004659832246039142,0.05684995340167754,0.16402609506057783,0.04100652376514446,0.668219944082013,0.0009319664492078285,0.06430568499534017,0.07921714818266543,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Middle,1130,236,591,539,36,73,316,78,568,4,55,Yes participating without using any Provision or the CEO,040423000653,Kyrene Aprende Middle School,4267,Kyrene Elementary District,60.5,2018,0,0.5230088495575221,0.47699115044247786,0.03185840707964602,0.06460176991150443,0.27964601769911507,0.06902654867256637,0.5026548672566372,0.0035398230088495575,0.048672566371681415,0.2088495575221239,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0409,Middle,923,378,478,445,59,16,294,179,319,1,55,Yes participating without using any Provision or the CEO,040423001496,Kyrene Centennial Middle School,4267,Kyrene Elementary District,42.5,2018,0,0.5178764897074756,0.48212351029252437,0.06392199349945829,0.01733477789815818,0.31852654387865653,0.19393282773564463,0.3456121343445287,0.0010834236186348862,0.059588299024918745,0.409534127843987,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0409,Elementary,493,196,250,243,44,6,150,83,175,2,33,Yes participating without using any Provision or the CEO,040423001299,Kyrene de la Colina School,4267,Kyrene Elementary District,61.5,2018,0,0.5070993914807302,0.49290060851926976,0.08924949290060852,0.012170385395537525,0.30425963488843816,0.16835699797160245,0.35496957403651114,0.004056795131845842,0.06693711967545639,0.3975659229208925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Elementary,588,152,295,293,26,42,165,74,219,4,58,Yes participating without using any Provision or the CEO,040423000297,Kyrene de la Esperanza School,4267,Kyrene Elementary District,55.5,2018,0,0.5017006802721088,0.49829931972789115,0.04421768707482993,0.07142857142857142,0.28061224489795916,0.12585034013605442,0.37244897959183676,0.006802721088435374,0.09863945578231292,0.2585034013605442,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Elementary,456,95,255,201,14,12,111,35,238,2,44,Yes participating without using any Provision or the CEO,040423001877,Kyrene de la Estrella Elementary School,4267,Kyrene Elementary District,72.0,2018,0,0.5592105263157895,0.4407894736842105,0.03070175438596491,0.02631578947368421,0.24342105263157895,0.07675438596491228,0.5219298245614035,0.0043859649122807015,0.09649122807017543,0.20833333333333334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Elementary,552,204,269,283,29,47,159,64,201,3,49,Yes participating without using any Provision or the CEO,040423001371,Kyrene de la Mariposa School,4267,Kyrene Elementary District,57.0,2018,0,0.48731884057971014,0.5126811594202898,0.05253623188405797,0.08514492753623189,0.28804347826086957,0.11594202898550725,0.3641304347826087,0.005434782608695652,0.08876811594202899,0.3695652173913043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Elementary,607,139,331,276,19,61,138,39,303,2,45,Yes participating without using any Provision or the CEO,040423000099,Kyrene de la Mirada School,4267,Kyrene Elementary District,79.5,2018,0,0.5453047775947282,0.4546952224052718,0.03130148270181219,0.10049423393739704,0.2273476112026359,0.0642504118616145,0.49917627677100496,0.0032948929159802307,0.07413509060955518,0.22899505766062603,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Elementary,479,363,243,236,18,17,145,24,251,5,19,Yes participating without using any Provision or the CEO,040423001231,Kyrene de la Paloma School,4267,Kyrene Elementary District,61.0,2018,0,0.5073068893528184,0.49269311064718163,0.037578288100208766,0.03549060542797495,0.302713987473904,0.05010438413361169,0.524008350730689,0.010438413361169102,0.03966597077244259,0.7578288100208769,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
